a1, a2
-0.957875395413, -0.381519452262
0.95615928722, -0.205555004105
0.346255977256, 0.954574277495
-0.473345982712, 0.335445614856
-0.0668939481579, -0.901037012238
-0.357825369186, 0.498292205858
-0.459478063576, 0.0744129475942
-0.56349563289, -0.911035176749
-0.405041953726, 0.00749676051046
0.180104969891, -0.405247152318
1.03595655618, 0.205178521316
0.0205826146613, 0.434973955432
-0.830807148189, -0.514382888201
0.130209466329, -0.428357135805
0.565615556706, 0.00845229713263
0.928536959077, 0.389527577951
0.993623926243, 0.101813178679
0.981144267361, 0.282693523602
0.623548675453, 0.678581140391
-0.454629401298, 0.290616626696
0.165570302418, 0.399466583723
0.903117515852, 0.427449267576
0.342176926397, -0.354264116517
-0.0749308645913, 0.960769048728
-0.455587193892, -0.0278456981439
-0.449300109786, -0.279054311197
0.129502524376, 0.472184900947
-0.133327743848, 0.454108277774
0.450053312417, -0.94981386871
0.207176569405, 0.496897792591
0.993912069386, -0.114322428781
-0.196120015989, -0.477879358659
-0.500843894311, -0.144992844053
0.269708107578, 0.281817643652
0.729094558552, -0.686753146702
-0.370542769648, 0.199025264957
0.805818087418, -0.594682025023
-0.0713490376616, -1.03574772016
0.363766807615, -0.894263840635
-0.394618767316, -0.880494866958
-0.545563807788, 0.224405812199
-0.122472931845, -0.475919792011
0.693263186689, -0.528720546302
0.161400668779, 0.464351050939
-0.529136754336, -0.877217506227
-0.311424440529, -0.460113713669
0.202422253391, -0.924137788384
0.434571050764, -0.267077719257
-0.688442893916, -0.718784187529
-0.515932978247, -0.891460486013
0.20011735649, 0.565448685788
-0.78753286133, 0.651113559789
0.486132589858, -0.108415556342
0.21624816029, 0.991196301417
0.57880988283, -0.874704810071
-0.781815303419, -0.522919153112
-0.929614702265, -0.36712129028
-1.06329884135, -0.120937954604
-0.297759111345, 0.43967516981
0.029469723544, -0.834647018734
0.838902175817, -0.669405228898
-0.702931982771, -0.675760781218
-0.143093818568, -0.525088112586
-0.378651092396, -0.333943620069
-0.925087676287, -0.352163918763
-0.0185230399254, 0.41936361989
-0.982304208606, -0.162335659749
-0.0306883935467, 0.436991461044
1.02771340173, 0.117595301135
0.625563851033, 0.838188061293
0.891603922058, -0.251096059512
-1.00776590067, -0.0229551051846
0.439795715685, 0.0808451390456
-0.329498637896, 0.866822534482
-0.225615704472, -1.0058031161
0.630504177947, -0.726831963726
0.703669178505, 0.726952993852
-0.924871041221, 0.394463939715
-0.462320295975, 0.0146543094891
-0.88602086405, 0.510837070703
0.351882023985, -0.374007511597
-0.685206456193, -0.765734382097
0.627079958094, -0.714960223394
0.290348938788, -0.337899535771
-0.922997594184, 0.446930014675
-0.177473001076, 0.431278983101
0.440033011276, -0.841568561973
-0.298341948305, -1.00923826718
-0.0804041951219, -0.9783417123
-0.398894012119, 0.318821101351
0.240556655093, -0.341381199578
-0.25551461964, 0.450765311159
-0.842345556254, 0.561127066713
-0.662149547905, -0.640315646071
0.48957954929, -0.0960208980619
-0.450294060104, -0.132365838208
-1.02224323625, 0.0610194856806
-0.235610355539, 1.00206048382
-0.903324068967, 0.157530672519
-0.327848862111, -0.993452619504
-0.450822794206, 0.172290073242
0.734280321814, 0.558617694205
-0.956205610013, 0.155132068988
0.379732992398, -0.0571375307729
0.0487376721624, -1.03946579526
1.01498429692, -0.227822327838
0.0316944022095, -0.973094788846
0.237552349927, -0.468054527996
0.796461096302, -0.486863255128
-0.537567481284, -0.116370513076
-0.325614068568, 0.444349274998
-0.237593217805, -0.421644620851
-0.455514306932, 0.893801984706
0.310518131697, 0.392050031373
-1.04302279389, -0.141668877442
0.862565746532, -0.615410699405
-0.144907452162, 1.00254914914
1.00437281557, 0.296426991397
0.344024837057, -0.341787030081
-1.06318677659, 0.0588025114817
-0.271241802569, 0.877672714486
0.877074762957, -0.369296824872
0.391199828912, -0.236958268356
0.38479515965, -0.342064144271
-0.684047452842, -0.606737580325
-0.425865595268, -0.888448246346
-0.556683468094, -0.807338333628
-0.46964424753, 0.131396686186
-0.466477362913, 0.237964815586
0.218354469541, -0.992993071052
-0.297718103559, -1.13182340383
0.158044891697, -0.354912491309
-0.0114515984574, 0.999613440475
-0.349688019652, 0.422726174751
-0.421641107812, -0.301753387011
-0.284768205814, -1.01072641431
0.0664107589214, -0.482360252432
0.958129107748, 0.159917425927
0.988412882716, 0.0200441886588
-0.945549484499, 0.303652742181
-0.483643056674, 0.149777050855
-0.903323505445, 0.54226752699
0.107032248858, 0.492209377966
0.854016996885, 0.446860423161
-0.324314231405, -0.928714882445
